1.275	 & 0.025 & 	0.484375	 & 0.015625	 & 0.673891	 & 0.0197419	 & 0.0452323 \\ 
2.875	 & 0.025 & 	0.453125	 & 0.015625	 & 0.171728	 & 0.00790903	 & 0.0138919 \\ 
2.875	 & 0.025 & 	0.484375	 & 0.015625	 & 0.182629	 & 0.00831891	 & 0.0147737 \\ 
2.875	 & 0.025 & 	0.515625	 & 0.015625	 & 0.182827	 & 0.00863362	 & 0.0147897 \\ 
2.875	 & 0.025 & 	0.546875	 & 0.015625	 & 0.179937	 & 0.00916386	 & 0.0145559 \\ 
2.875	 & 0.025 & 	0.578125	 & 0.015625	 & 0.140853	 & 0.00853715	 & 0.0113942 \\ 
2.875	 & 0.025 & 	0.609375	 & 0.015625	 & 0.135775	 & 0.00892391	 & 0.0109834 \\ 
2.875	 & 0.025 & 	0.640625	 & 0.015625	 & 0.118836	 & 0.00895418	 & 0.00961318 \\ 
2.875	 & 0.025 & 	0.671875	 & 0.015625	 & 0.170589	 & 0.0122462	 & 0.0137997 \\ 
2.875	 & 0.025 & 	0.703125	 & 0.015625	 & 0.152559	 & 0.0126851	 & 0.0123412 \\ 
2.875	 & 0.025 & 	0.734375	 & 0.015625	 & 0.154593	 & 0.0151289	 & 0.0125057 \\ 
2.875	 & 0.025 & 	0.765625	 & 0.015625	 & 0.12666	 & 0.0146311	 & 0.0102461 \\ 
2.875	 & 0.025 & 	0.796875	 & 0.015625	 & 0.275343	 & 0.0314436	 & 0.0222737 \\ 
2.875	 & 0.025 & 	0.828125	 & 0.015625	 & 0.259347	 & 0.043061	 & 0.0209797 \\ 
2.925	 & 0.025 & 	0.203125	 & 0.015625	 & 0.0295314	 & 0.00351103	 & 0.00240328 \\ 
2.925	 & 0.025 & 	0.234375	 & 0.015625	 & 0.0395638	 & 0.00376978	 & 0.00321972 \\ 
2.925	 & 0.025 & 	0.265625	 & 0.015625	 & 0.0501592	 & 0.00402111	 & 0.00408198 \\ 
2.925	 & 0.025 & 	0.296875	 & 0.015625	 & 0.0704442	 & 0.00457089	 & 0.00573278 \\ 
2.925	 & 0.025 & 	0.328125	 & 0.015625	 & 0.0963326	 & 0.00539106	 & 0.00783959 \\ 
2.925	 & 0.025 & 	0.359375	 & 0.015625	 & 0.0952219	 & 0.00545048	 & 0.0077492 \\ 
2.925	 & 0.025 & 	0.390625	 & 0.015625	 & 0.118947	 & 0.00619062	 & 0.00967996 \\ 
2.925	 & 0.025 & 	0.421875	 & 0.015625	 & 0.141535	 & 0.00705004	 & 0.0115182 \\ 
2.925	 & 0.025 & 	0.453125	 & 0.015625	 & 0.166244	 & 0.00785605	 & 0.013529 \\ 
2.925	 & 0.025 & 	0.484375	 & 0.015625	 & 0.175823	 & 0.00841892	 & 0.0143085 \\ 
2.925	 & 0.025 & 	0.515625	 & 0.015625	 & 0.181416	 & 0.00870696	 & 0.0147637 \\ 
2.925	 & 0.025 & 	0.546875	 & 0.015625	 & 0.16487	 & 0.00897701	 & 0.0134172 \\ 
2.925	 & 0.025 & 	0.578125	 & 0.015625	 & 0.14337	 & 0.00861475	 & 0.0116675 \\ 
2.925	 & 0.025 & 	0.609375	 & 0.015625	 & 0.119717	 & 0.00863681	 & 0.00974264 \\ 
2.925	 & 0.025 & 	0.640625	 & 0.015625	 & 0.104845	 & 0.00817538	 & 0.00853231 \\ 
2.925	 & 0.025 & 	0.671875	 & 0.015625	 & 0.133967	 & 0.0106605	 & 0.0109023 \\ 
2.925	 & 0.025 & 	0.703125	 & 0.015625	 & 0.15572	 & 0.0130309	 & 0.0126726 \\ 
2.925	 & 0.025 & 	0.734375	 & 0.015625	 & 0.127694	 & 0.0136251	 & 0.0103918 \\ 
2.925	 & 0.025 & 	0.765625	 & 0.015625	 & 0.166778	 & 0.0179005	 & 0.0135725 \\ 
2.925	 & 0.025 & 	0.796875	 & 0.015625	 & 0.280823	 & 0.03206	 & 0.0228535 \\ 
2.925	 & 0.025 & 	0.828125	 & 0.015625	 & 0.255257	 & 0.0414845	 & 0.0207729 \\ 
2.975	 & 0.025 & 	0.171875	 & 0.015625	 & 0.0189268	 & 0.00349364	 & 0.00154952 \\ 
2.975	 & 0.025 & 	0.203125	 & 0.015625	 & 0.0283842	 & 0.00360451	 & 0.00232379 \\ 
2.975	 & 0.025 & 	0.234375	 & 0.015625	 & 0.0400204	 & 0.0038631	 & 0.00327644 \\ 
2.975	 & 0.025 & 	0.265625	 & 0.015625	 & 0.0529957	 & 0.00436179	 & 0.00433871 \\ 
2.975	 & 0.025 & 	0.296875	 & 0.015625	 & 0.0720537	 & 0.0050548	 & 0.00589897 \\ 
2.975	 & 0.025 & 	0.328125	 & 0.015625	 & 0.093257	 & 0.00561923	 & 0.00763487 \\ 
2.975	 & 0.025 & 	0.359375	 & 0.015625	 & 0.116622	 & 0.00637985	 & 0.00954772 \\ 
2.975	 & 0.025 & 	0.390625	 & 0.015625	 & 0.122609	 & 0.00684314	 & 0.0100379 \\ 
2.975	 & 0.025 & 	0.421875	 & 0.015625	 & 0.140516	 & 0.00746333	 & 0.0115039 \\ 
2.975	 & 0.025 & 	0.453125	 & 0.015625	 & 0.172985	 & 0.00852735	 & 0.0141622 \\ 
2.975	 & 0.025 & 	0.484375	 & 0.015625	 & 0.200898	 & 0.00945155	 & 0.0164474 \\ 
2.975	 & 0.025 & 	0.515625	 & 0.015625	 & 0.202276	 & 0.00973613	 & 0.0165602 \\ 
2.975	 & 0.025 & 	0.546875	 & 0.015625	 & 0.201909	 & 0.0105505	 & 0.0165301 \\ 
2.975	 & 0.025 & 	0.578125	 & 0.015625	 & 0.177111	 & 0.0105163	 & 0.0144999 \\ 
2.975	 & 0.025 & 	0.609375	 & 0.015625	 & 0.133646	 & 0.00961893	 & 0.0109415 \\ 
2.975	 & 0.025 & 	0.640625	 & 0.015625	 & 0.130675	 & 0.00992733	 & 0.0106982 \\ 
2.975	 & 0.025 & 	0.671875	 & 0.015625	 & 0.15671	 & 0.0124007	 & 0.0128297 \\ 
2.975	 & 0.025 & 	0.703125	 & 0.015625	 & 0.160643	 & 0.0138249	 & 0.0131517 \\ 
2.975	 & 0.025 & 	0.734375	 & 0.015625	 & 0.144467	 & 0.0154874	 & 0.0118274 \\ 
2.975	 & 0.025 & 	0.765625	 & 0.015625	 & 0.163466	 & 0.0184487	 & 0.0133829 \\ 
2.975	 & 0.025 & 	0.796875	 & 0.015625	 & 0.207857	 & 0.0266539	 & 0.0170171 \\ 
2.975	 & 0.025 & 	0.828125	 & 0.015625	 & 0.171892	 & 0.0359349	 & 0.0140727 \\ 
3.025	 & 0.025 & 	0.203125	 & 0.015625	 & 0.00719393	 & 0.0019346	 & 0.000592495 \\ 
3.025	 & 0.025 & 	0.234375	 & 0.015625	 & 0.0121497	 & 0.0023294	 & 0.00100066 \\ 
3.025	 & 0.025 & 	0.265625	 & 0.015625	 & 0.0159141	 & 0.00257653	 & 0.0013107 \\ 
3.025	 & 0.025 & 	0.296875	 & 0.015625	 & 0.0220235	 & 0.00304488	 & 0.00181387 \\ 
3.025	 & 0.025 & 	0.328125	 & 0.015625	 & 0.0235948	 & 0.0030831	 & 0.00194328 \\ 
3.025	 & 0.025 & 	0.359375	 & 0.015625	 & 0.0363542	 & 0.00399123	 & 0.00299415 \\ 
3.025	 & 0.025 & 	0.390625	 & 0.015625	 & 0.0356715	 & 0.00406177	 & 0.00293792 \\ 
3.025	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0411343	 & 0.0044286	 & 0.00338784 \\ 
3.025	 & 0.025 & 	0.453125	 & 0.015625	 & 0.059152	 & 0.00554299	 & 0.00487178 \\ 
3.025	 & 0.025 & 	0.484375	 & 0.015625	 & 0.0631717	 & 0.00578002	 & 0.00520285 \\ 
3.025	 & 0.025 & 	0.515625	 & 0.015625	 & 0.069057	 & 0.00622718	 & 0.00568757 \\ 
3.025	 & 0.025 & 	0.546875	 & 0.015625	 & 0.0607169	 & 0.00640194	 & 0.00500067 \\ 
3.025	 & 0.025 & 	0.578125	 & 0.015625	 & 0.056811	 & 0.00653071	 & 0.00467898 \\ 
3.025	 & 0.025 & 	0.609375	 & 0.015625	 & 0.0484764	 & 0.00622901	 & 0.00399254 \\ 
3.025	 & 0.025 & 	0.640625	 & 0.015625	 & 0.0522816	 & 0.00695969	 & 0.00430594 \\ 
3.025	 & 0.025 & 	0.671875	 & 0.015625	 & 0.0355681	 & 0.00626517	 & 0.0029294 \\ 
3.025	 & 0.025 & 	0.703125	 & 0.015625	 & 0.0452572	 & 0.00808363	 & 0.0037274 \\ 
3.025	 & 0.025 & 	0.734375	 & 0.015625	 & 0.0743178	 & 0.0120868	 & 0.00612084 \\ 
3.025	 & 0.025 & 	0.765625	 & 0.015625	 & 0.0689032	 & 0.013451	 & 0.0056749 \\ 
3.025	 & 0.025 & 	0.796875	 & 0.015625	 & 0.0791104	 & 0.0187213	 & 0.00651557 \\ 
3.025	 & 0.025 & 	0.828125	 & 0.015625	 & 0.0820493	 & 0.0267903	 & 0.00675762 \\ 
3.075	 & 0.025 & 	0.296875	 & 0.015625	 & 0.0101569	 & 0.00248988	 & 0.000841543 \\ 
3.075	 & 0.025 & 	0.328125	 & 0.015625	 & 0.0081243	 & 0.00227301	 & 0.000673134 \\ 
3.075	 & 0.025 & 	0.359375	 & 0.015625	 & 0.0087959	 & 0.00238061	 & 0.000728779 \\ 
3.075	 & 0.025 & 	0.390625	 & 0.015625	 & 0.0124015	 & 0.00287756	 & 0.00102752 \\ 
3.075	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0149904	 & 0.00330522	 & 0.00124202 \\ 
3.075	 & 0.025 & 	0.453125	 & 0.015625	 & 0.00996469	 & 0.00295109	 & 0.000825619 \\ 
3.075	 & 0.025 & 	0.484375	 & 0.015625	 & 0.0207958	 & 0.00431463	 & 0.00172302 \\ 
3.075	 & 0.025 & 	0.515625	 & 0.015625	 & 0.0194198	 & 0.0041784	 & 0.00160901 \\ 
3.075	 & 0.025 & 	0.546875	 & 0.015625	 & 0.0265754	 & 0.00530737	 & 0.00220189 \\ 
3.075	 & 0.025 & 	0.578125	 & 0.015625	 & 0.0164874	 & 0.00448186	 & 0.00136605 \\ 
3.075	 & 0.025 & 	0.609375	 & 0.015625	 & 0.0137675	 & 0.00421094	 & 0.0011407 \\ 
3.075	 & 0.025 & 	0.640625	 & 0.015625	 & 0.0116321	 & 0.00415658	 & 0.000963771 \\ 
3.075	 & 0.025 & 	0.671875	 & 0.015625	 & 0.00591773	 & 0.00344144	 & 0.00049031 \\ 
3.075	 & 0.025 & 	0.703125	 & 0.015625	 & 0.014607	 & 0.00558123	 & 0.00121026 \\ 
3.075	 & 0.025 & 	0.734375	 & 0.015625	 & 0.0081697	 & 0.00475867	 & 0.000676896 \\ 
3.075	 & 0.025 & 	0.765625	 & 0.015625	 & 0.0262008	 & 0.00994124	 & 0.00217086 \\ 
3.075	 & 0.025 & 	0.796875	 & 0.015625	 & 0.0194074	 & 0.00916459	 & 0.00160799 \\ 
3.125	 & 0.025 & 	0.234375	 & 0.015625	 & 0.0176735	 & 0.00293199	 & 0.00147311 \\ 
3.125	 & 0.025 & 	0.265625	 & 0.015625	 & 0.0216134	 & 0.0031129	 & 0.0018015 \\ 
3.125	 & 0.025 & 	0.296875	 & 0.015625	 & 0.0246157	 & 0.00334681	 & 0.00205174 \\ 
3.125	 & 0.025 & 	0.328125	 & 0.015625	 & 0.0366977	 & 0.00409763	 & 0.00305879 \\ 
3.125	 & 0.025 & 	0.359375	 & 0.015625	 & 0.0468784	 & 0.0047802	 & 0.00390736 \\ 
3.125	 & 0.025 & 	0.390625	 & 0.015625	 & 0.0504859	 & 0.00519349	 & 0.00420805 \\ 
3.125	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0649328	 & 0.0058032	 & 0.00541221 \\ 
3.125	 & 0.025 & 	0.453125	 & 0.015625	 & 0.0786349	 & 0.00684511	 & 0.00655429 \\ 
3.125	 & 0.025 & 	0.484375	 & 0.015625	 & 0.0790729	 & 0.00694616	 & 0.00659081 \\ 
3.125	 & 0.025 & 	0.515625	 & 0.015625	 & 0.0860397	 & 0.00759302	 & 0.00717149 \\ 
3.125	 & 0.025 & 	0.546875	 & 0.015625	 & 0.0800394	 & 0.00766827	 & 0.00667136 \\ 
3.125	 & 0.025 & 	0.578125	 & 0.015625	 & 0.0802244	 & 0.00822616	 & 0.00668678 \\ 
3.125	 & 0.025 & 	0.609375	 & 0.015625	 & 0.0992397	 & 0.0097093	 & 0.00827173 \\ 
3.125	 & 0.025 & 	0.640625	 & 0.015625	 & 0.0583672	 & 0.00771055	 & 0.00486497 \\ 
3.125	 & 0.025 & 	0.671875	 & 0.015625	 & 0.0637918	 & 0.00868952	 & 0.00531711 \\ 
3.125	 & 0.025 & 	0.703125	 & 0.015625	 & 0.0733379	 & 0.0105967	 & 0.00611279 \\ 
3.125	 & 0.025 & 	0.734375	 & 0.015625	 & 0.0892071	 & 0.0135904	 & 0.0074355 \\ 
3.125	 & 0.025 & 	0.765625	 & 0.015625	 & 0.0682798	 & 0.0142139	 & 0.00569119 \\ 
3.125	 & 0.025 & 	0.796875	 & 0.015625	 & 0.102319	 & 0.0191186	 & 0.00852842 \\ 
3.125	 & 0.025 & 	0.828125	 & 0.015625	 & 0.122482	 & 0.0375351	 & 0.010209 \\ 
3.175	 & 0.025 & 	0.203125	 & 0.015625	 & 0.017512	 & 0.00321971	 & 0.00146838 \\ 
3.175	 & 0.025 & 	0.234375	 & 0.015625	 & 0.0219232	 & 0.0033649	 & 0.00183827 \\ 
3.175	 & 0.025 & 	0.265625	 & 0.015625	 & 0.0331059	 & 0.00405002	 & 0.00277593 \\ 
3.175	 & 0.025 & 	0.296875	 & 0.015625	 & 0.050073	 & 0.00509667	 & 0.00419863 \\ 
3.175	 & 0.025 & 	0.328125	 & 0.015625	 & 0.0660213	 & 0.00586821	 & 0.00553589 \\ 
3.175	 & 0.025 & 	0.359375	 & 0.015625	 & 0.0824337	 & 0.00674036	 & 0.00691207 \\ 
3.175	 & 0.025 & 	0.390625	 & 0.015625	 & 0.0996174	 & 0.00763063	 & 0.00835293 \\ 
3.175	 & 0.025 & 	0.421875	 & 0.015625	 & 0.100098	 & 0.00783108	 & 0.0083932 \\ 
3.175	 & 0.025 & 	0.453125	 & 0.015625	 & 0.120428	 & 0.00888019	 & 0.0100979 \\ 
3.175	 & 0.025 & 	0.484375	 & 0.015625	 & 0.134277	 & 0.00963788	 & 0.0112591 \\ 
3.175	 & 0.025 & 	0.515625	 & 0.015625	 & 0.176792	 & 0.0118159	 & 0.014824 \\ 
3.175	 & 0.025 & 	0.546875	 & 0.015625	 & 0.164776	 & 0.0117832	 & 0.0138165 \\ 
3.175	 & 0.025 & 	0.578125	 & 0.015625	 & 0.162193	 & 0.0128304	 & 0.0135999 \\ 
3.175	 & 0.025 & 	0.609375	 & 0.015625	 & 0.149091	 & 0.0128332	 & 0.0125013 \\ 
3.175	 & 0.025 & 	0.640625	 & 0.015625	 & 0.110238	 & 0.0113617	 & 0.00924345 \\ 
3.175	 & 0.025 & 	0.671875	 & 0.015625	 & 0.0966011	 & 0.0109112	 & 0.00810001 \\ 
3.175	 & 0.025 & 	0.703125	 & 0.015625	 & 0.154036	 & 0.0168577	 & 0.0129159 \\ 
3.175	 & 0.025 & 	0.734375	 & 0.015625	 & 0.135699	 & 0.0185317	 & 0.0113784 \\ 
3.175	 & 0.025 & 	0.765625	 & 0.015625	 & 0.168246	 & 0.0241903	 & 0.0141074 \\ 
3.175	 & 0.025 & 	0.796875	 & 0.015625	 & 0.137139	 & 0.0257647	 & 0.0114991 \\ 
3.175	 & 0.025 & 	0.828125	 & 0.015625	 & 0.082391	 & 0.0295023	 & 0.00690849 \\ 
3.225	 & 0.025 & 	0.171875	 & 0.015625	 & 0.011982	 & 0.00257213	 & 0.0010107 \\ 
3.225	 & 0.025 & 	0.203125	 & 0.015625	 & 0.00929341	 & 0.00204135	 & 0.000783914 \\ 
3.225	 & 0.025 & 	0.234375	 & 0.015625	 & 0.0160467	 & 0.00249754	 & 0.00135357 \\ 
3.225	 & 0.025 & 	0.265625	 & 0.015625	 & 0.0237919	 & 0.0031223	 & 0.00200689 \\ 
3.225	 & 0.025 & 	0.296875	 & 0.015625	 & 0.0325353	 & 0.00364657	 & 0.00274441 \\ 
3.225	 & 0.025 & 	0.328125	 & 0.015625	 & 0.0382239	 & 0.00394956	 & 0.00322425 \\ 
3.225	 & 0.025 & 	0.359375	 & 0.015625	 & 0.0645843	 & 0.00528356	 & 0.00544779 \\ 
3.225	 & 0.025 & 	0.390625	 & 0.015625	 & 0.0777153	 & 0.00600165	 & 0.00655542 \\ 
3.225	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0703712	 & 0.00576226	 & 0.00593593 \\ 
3.225	 & 0.025 & 	0.453125	 & 0.015625	 & 0.103754	 & 0.00739352	 & 0.00875183 \\ 
3.225	 & 0.025 & 	0.484375	 & 0.015625	 & 0.11406	 & 0.00799618	 & 0.00962113 \\ 
3.225	 & 0.025 & 	0.515625	 & 0.015625	 & 0.139847	 & 0.00926494	 & 0.0117963 \\ 
3.225	 & 0.025 & 	0.546875	 & 0.015625	 & 0.148938	 & 0.0100883	 & 0.0125632 \\ 
3.225	 & 0.025 & 	0.578125	 & 0.015625	 & 0.144428	 & 0.0106877	 & 0.0121827 \\ 
3.225	 & 0.025 & 	0.609375	 & 0.015625	 & 0.105793	 & 0.0094946	 & 0.00892379 \\ 
3.225	 & 0.025 & 	0.640625	 & 0.015625	 & 0.100061	 & 0.00942799	 & 0.00844027 \\ 
3.225	 & 0.025 & 	0.671875	 & 0.015625	 & 0.108968	 & 0.0107846	 & 0.00919165 \\ 
3.225	 & 0.025 & 	0.703125	 & 0.015625	 & 0.14756	 & 0.0145413	 & 0.0124469 \\ 
3.225	 & 0.025 & 	0.734375	 & 0.015625	 & 0.156714	 & 0.0174306	 & 0.0132191 \\ 
3.225	 & 0.025 & 	0.765625	 & 0.015625	 & 0.152511	 & 0.0197396	 & 0.0128646 \\ 
3.225	 & 0.025 & 	0.796875	 & 0.015625	 & 0.0984002	 & 0.0172884	 & 0.00830022 \\ 
3.225	 & 0.025 & 	0.828125	 & 0.015625	 & 0.125175	 & 0.0308747	 & 0.0105587 \\ 
3.275	 & 0.025 & 	0.203125	 & 0.015625	 & 0.0108809	 & 0.00218973	 & 0.000923304 \\ 
3.275	 & 0.025 & 	0.234375	 & 0.015625	 & 0.0118688	 & 0.00218334	 & 0.00100713 \\ 
3.275	 & 0.025 & 	0.265625	 & 0.015625	 & 0.0172121	 & 0.00258743	 & 0.00146055 \\ 
3.275	 & 0.025 & 	0.296875	 & 0.015625	 & 0.0238529	 & 0.00312172	 & 0.00202406 \\ 
3.275	 & 0.025 & 	0.328125	 & 0.015625	 & 0.0399795	 & 0.0041175	 & 0.00339249 \\ 
3.275	 & 0.025 & 	0.359375	 & 0.015625	 & 0.0542183	 & 0.00483454	 & 0.00460073 \\ 
3.275	 & 0.025 & 	0.390625	 & 0.015625	 & 0.0659264	 & 0.00550902	 & 0.00559423 \\ 
3.275	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0794478	 & 0.00621211	 & 0.00674159 \\ 
3.275	 & 0.025 & 	0.453125	 & 0.015625	 & 0.0891047	 & 0.00688944	 & 0.00756104 \\ 
3.275	 & 0.025 & 	0.484375	 & 0.015625	 & 0.106366	 & 0.00765076	 & 0.00902575 \\ 
3.275	 & 0.025 & 	0.515625	 & 0.015625	 & 0.115801	 & 0.00821845	 & 0.00982636 \\ 
3.275	 & 0.025 & 	0.546875	 & 0.015625	 & 0.128363	 & 0.0093296	 & 0.0108923 \\ 
3.275	 & 0.025 & 	0.578125	 & 0.015625	 & 0.156079	 & 0.0111662	 & 0.0132441 \\ 
3.275	 & 0.025 & 	0.609375	 & 0.015625	 & 0.11654	 & 0.0100598	 & 0.00988905 \\ 
3.275	 & 0.025 & 	0.640625	 & 0.015625	 & 0.0907428	 & 0.00920738	 & 0.00770004 \\ 
3.275	 & 0.025 & 	0.671875	 & 0.015625	 & 0.110652	 & 0.0107134	 & 0.00938943 \\ 
3.275	 & 0.025 & 	0.703125	 & 0.015625	 & 0.1211	 & 0.0124401	 & 0.0102761 \\ 
3.275	 & 0.025 & 	0.734375	 & 0.015625	 & 0.111433	 & 0.0144826	 & 0.00945569 \\ 
3.275	 & 0.025 & 	0.765625	 & 0.015625	 & 0.140538	 & 0.0203745	 & 0.0119255 \\ 
3.275	 & 0.025 & 	0.796875	 & 0.015625	 & 0.10387	 & 0.0180742	 & 0.00881393 \\ 
3.275	 & 0.025 & 	0.828125	 & 0.015625	 & 0.081536	 & 0.0250622	 & 0.00691879 \\ 
3.325	 & 0.025 & 	0.203125	 & 0.015625	 & 0.00955785	 & 0.00221439	 & 0.000815878 \\ 
3.325	 & 0.025 & 	0.234375	 & 0.015625	 & 0.0126625	 & 0.0024637	 & 0.0010809 \\ 
3.325	 & 0.025 & 	0.265625	 & 0.015625	 & 0.0216524	 & 0.00322853	 & 0.00184829 \\ 
3.325	 & 0.025 & 	0.296875	 & 0.015625	 & 0.030327	 & 0.00376569	 & 0.00258877 \\ 
3.325	 & 0.025 & 	0.328125	 & 0.015625	 & 0.0427136	 & 0.00456082	 & 0.00364612 \\ 
3.325	 & 0.025 & 	0.359375	 & 0.015625	 & 0.0493178	 & 0.00508878	 & 0.00420987 \\ 
3.325	 & 0.025 & 	0.390625	 & 0.015625	 & 0.0616267	 & 0.0058842	 & 0.00526058 \\ 
3.325	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0748855	 & 0.00671873	 & 0.00639238 \\ 
3.325	 & 0.025 & 	0.453125	 & 0.015625	 & 0.090374	 & 0.00781899	 & 0.00771451 \\ 
3.325	 & 0.025 & 	0.484375	 & 0.015625	 & 0.117315	 & 0.00908571	 & 0.0100143 \\ 
3.325	 & 0.025 & 	0.515625	 & 0.015625	 & 0.139062	 & 0.0103929	 & 0.0118706 \\ 
3.325	 & 0.025 & 	0.546875	 & 0.015625	 & 0.146787	 & 0.010822	 & 0.01253 \\ 
3.325	 & 0.025 & 	0.578125	 & 0.015625	 & 0.155104	 & 0.0118096	 & 0.01324 \\ 
3.325	 & 0.025 & 	0.609375	 & 0.015625	 & 0.140527	 & 0.0119607	 & 0.0119957 \\ 
3.325	 & 0.025 & 	0.640625	 & 0.015625	 & 0.095104	 & 0.0102227	 & 0.00811828 \\ 
3.325	 & 0.025 & 	0.671875	 & 0.015625	 & 0.0977589	 & 0.0110793	 & 0.0083449 \\ 
3.325	 & 0.025 & 	0.703125	 & 0.015625	 & 0.155215	 & 0.0156545	 & 0.0132494 \\ 
3.325	 & 0.025 & 	0.734375	 & 0.015625	 & 0.147694	 & 0.0179627	 & 0.0126075 \\ 
3.325	 & 0.025 & 	0.765625	 & 0.015625	 & 0.158142	 & 0.0229905	 & 0.0134993 \\ 
3.325	 & 0.025 & 	0.796875	 & 0.015625	 & 0.148778	 & 0.0260209	 & 0.0127 \\ 
3.325	 & 0.025 & 	0.828125	 & 0.015625	 & 0.178819	 & 0.0450287	 & 0.0152643 \\ 
3.375	 & 0.025 & 	0.171875	 & 0.015625	 & 0.00466759	 & 0.00141745	 & 0.00040081 \\ 
3.375	 & 0.025 & 	0.203125	 & 0.015625	 & 0.007092	 & 0.00163888	 & 0.000608996 \\ 
3.375	 & 0.025 & 	0.234375	 & 0.015625	 & 0.0092959	 & 0.00187203	 & 0.000798247 \\ 
3.375	 & 0.025 & 	0.265625	 & 0.015625	 & 0.0143482	 & 0.00232007	 & 0.00123209 \\ 
3.375	 & 0.025 & 	0.296875	 & 0.015625	 & 0.021852	 & 0.00295649	 & 0.00187645 \\ 
3.375	 & 0.025 & 	0.328125	 & 0.015625	 & 0.0255833	 & 0.00319418	 & 0.00219686 \\ 
3.375	 & 0.025 & 	0.359375	 & 0.015625	 & 0.0467286	 & 0.00446699	 & 0.00401262 \\ 
3.375	 & 0.025 & 	0.390625	 & 0.015625	 & 0.059033	 & 0.00518196	 & 0.00506921 \\ 
3.375	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0637528	 & 0.00542612	 & 0.0054745 \\ 
3.375	 & 0.025 & 	0.453125	 & 0.015625	 & 0.0743772	 & 0.00615648	 & 0.00638683 \\ 
3.375	 & 0.025 & 	0.484375	 & 0.015625	 & 0.104237	 & 0.00750919	 & 0.00895091 \\ 
3.375	 & 0.025 & 	0.515625	 & 0.015625	 & 0.106241	 & 0.007901	 & 0.00912302 \\ 
3.375	 & 0.025 & 	0.546875	 & 0.015625	 & 0.135743	 & 0.00941298	 & 0.0116564 \\ 
3.375	 & 0.025 & 	0.578125	 & 0.015625	 & 0.138214	 & 0.0106247	 & 0.0118685 \\ 
3.375	 & 0.025 & 	0.609375	 & 0.015625	 & 0.142806	 & 0.0113017	 & 0.0122629 \\ 
3.375	 & 0.025 & 	0.640625	 & 0.015625	 & 0.111979	 & 0.0100914	 & 0.0096157 \\ 
3.375	 & 0.025 & 	0.671875	 & 0.015625	 & 0.100282	 & 0.00995758	 & 0.0086113 \\ 
3.375	 & 0.025 & 	0.703125	 & 0.015625	 & 0.145245	 & 0.0132016	 & 0.0124723 \\ 
3.375	 & 0.025 & 	0.734375	 & 0.015625	 & 0.157909	 & 0.017118	 & 0.0135597 \\ 
3.375	 & 0.025 & 	0.765625	 & 0.015625	 & 0.157131	 & 0.0197943	 & 0.0134929 \\ 
3.375	 & 0.025 & 	0.796875	 & 0.015625	 & 0.129038	 & 0.0213676	 & 0.0110806 \\ 
3.375	 & 0.025 & 	0.828125	 & 0.015625	 & 0.089517	 & 0.0281836	 & 0.0076869 \\ 
3.425	 & 0.025 & 	0.171875	 & 0.015625	 & 0.00392897	 & 0.00125413	 & 0.000339392 \\ 
3.425	 & 0.025 & 	0.203125	 & 0.015625	 & 0.00288554	 & 0.00102441	 & 0.000249258 \\ 
3.425	 & 0.025 & 	0.234375	 & 0.015625	 & 0.00338924	 & 0.00107789	 & 0.000292769 \\ 
3.425	 & 0.025 & 	0.265625	 & 0.015625	 & 0.0131976	 & 0.00220018	 & 0.00114004 \\ 
3.425	 & 0.025 & 	0.296875	 & 0.015625	 & 0.0196787	 & 0.00272618	 & 0.00169988 \\ 
3.425	 & 0.025 & 	0.328125	 & 0.015625	 & 0.0199983	 & 0.00280097	 & 0.00172749 \\ 
3.425	 & 0.025 & 	0.359375	 & 0.015625	 & 0.0346988	 & 0.00376203	 & 0.00299735 \\ 
3.425	 & 0.025 & 	0.390625	 & 0.015625	 & 0.0358345	 & 0.00396247	 & 0.00309545 \\ 
3.425	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0446454	 & 0.00446516	 & 0.00385655 \\ 
3.425	 & 0.025 & 	0.453125	 & 0.015625	 & 0.0568105	 & 0.00529443	 & 0.0049074 \\ 
3.425	 & 0.025 & 	0.484375	 & 0.015625	 & 0.0811075	 & 0.00652225	 & 0.00700622 \\ 
3.425	 & 0.025 & 	0.515625	 & 0.015625	 & 0.105614	 & 0.00781728	 & 0.00912316 \\ 
3.425	 & 0.025 & 	0.546875	 & 0.015625	 & 0.114193	 & 0.00871543	 & 0.00986422 \\ 
3.425	 & 0.025 & 	0.578125	 & 0.015625	 & 0.118156	 & 0.00954418	 & 0.0102066 \\ 
3.425	 & 0.025 & 	0.609375	 & 0.015625	 & 0.127207	 & 0.0103604	 & 0.0109883 \\ 
3.425	 & 0.025 & 	0.640625	 & 0.015625	 & 0.0917196	 & 0.00898747	 & 0.00792292 \\ 
3.425	 & 0.025 & 	0.671875	 & 0.015625	 & 0.0971069	 & 0.00969817	 & 0.00838828 \\ 
