1.275	 & 0.025 & 	0.484375	 & 0.015625	 & 0.673891	 & 0.0197419	 & 0.0433512 \\ 
2.875	 & 0.025 & 	0.328125	 & 0.015625	 & 0.109737	 & 0.00578549	 & 0.00862468 \\ 
2.875	 & 0.025 & 	0.359375	 & 0.015625	 & 0.121529	 & 0.00618988	 & 0.00955145 \\ 
2.875	 & 0.025 & 	0.390625	 & 0.015625	 & 0.113608	 & 0.00600021	 & 0.00892893 \\ 
2.875	 & 0.025 & 	0.421875	 & 0.015625	 & 0.150985	 & 0.00717312	 & 0.0118665 \\ 
2.875	 & 0.025 & 	0.453125	 & 0.015625	 & 0.171728	 & 0.00790903	 & 0.0134968 \\ 
2.875	 & 0.025 & 	0.484375	 & 0.015625	 & 0.182629	 & 0.00831891	 & 0.0143535 \\ 
2.875	 & 0.025 & 	0.515625	 & 0.015625	 & 0.182827	 & 0.00863362	 & 0.0143691 \\ 
2.875	 & 0.025 & 	0.546875	 & 0.015625	 & 0.179937	 & 0.00916386	 & 0.014142 \\ 
2.875	 & 0.025 & 	0.578125	 & 0.015625	 & 0.140853	 & 0.00853715	 & 0.0110702 \\ 
2.875	 & 0.025 & 	0.609375	 & 0.015625	 & 0.135775	 & 0.00892391	 & 0.0106711 \\ 
2.875	 & 0.025 & 	0.640625	 & 0.015625	 & 0.118836	 & 0.00895418	 & 0.00933979 \\ 
2.875	 & 0.025 & 	0.671875	 & 0.015625	 & 0.170589	 & 0.0122462	 & 0.0134072 \\ 
2.875	 & 0.025 & 	0.703125	 & 0.015625	 & 0.152559	 & 0.0126851	 & 0.0119902 \\ 
2.875	 & 0.025 & 	0.734375	 & 0.015625	 & 0.154593	 & 0.0151289	 & 0.0121501 \\ 
2.875	 & 0.025 & 	0.765625	 & 0.015625	 & 0.12666	 & 0.0146311	 & 0.00995471 \\ 
2.875	 & 0.025 & 	0.796875	 & 0.015625	 & 0.275343	 & 0.0314436	 & 0.0216402 \\ 
2.875	 & 0.025 & 	0.828125	 & 0.015625	 & 0.259347	 & 0.043061	 & 0.0203831 \\ 
2.925	 & 0.025 & 	0.203125	 & 0.015625	 & 0.0295314	 & 0.00351103	 & 0.00233576 \\ 
2.925	 & 0.025 & 	0.234375	 & 0.015625	 & 0.0395638	 & 0.00376978	 & 0.00312926 \\ 
2.925	 & 0.025 & 	0.265625	 & 0.015625	 & 0.0501592	 & 0.00402111	 & 0.00396729 \\ 
2.925	 & 0.025 & 	0.296875	 & 0.015625	 & 0.0704442	 & 0.00457089	 & 0.00557171 \\ 
2.925	 & 0.025 & 	0.328125	 & 0.015625	 & 0.0963326	 & 0.00539106	 & 0.00761933 \\ 
2.925	 & 0.025 & 	0.359375	 & 0.015625	 & 0.0952219	 & 0.00545048	 & 0.00753148 \\ 
2.925	 & 0.025 & 	0.390625	 & 0.015625	 & 0.118947	 & 0.00619062	 & 0.00940799 \\ 
2.925	 & 0.025 & 	0.421875	 & 0.015625	 & 0.141535	 & 0.00705004	 & 0.0111946 \\ 
2.925	 & 0.025 & 	0.453125	 & 0.015625	 & 0.166244	 & 0.00785605	 & 0.0131489 \\ 
2.925	 & 0.025 & 	0.484375	 & 0.015625	 & 0.175823	 & 0.00841892	 & 0.0139065 \\ 
2.925	 & 0.025 & 	0.515625	 & 0.015625	 & 0.181416	 & 0.00870696	 & 0.0143489 \\ 
2.925	 & 0.025 & 	0.546875	 & 0.015625	 & 0.16487	 & 0.00897701	 & 0.0130402 \\ 
2.925	 & 0.025 & 	0.578125	 & 0.015625	 & 0.14337	 & 0.00861475	 & 0.0113397 \\ 
2.925	 & 0.025 & 	0.609375	 & 0.015625	 & 0.119717	 & 0.00863681	 & 0.00946891 \\ 
2.925	 & 0.025 & 	0.640625	 & 0.015625	 & 0.104845	 & 0.00817538	 & 0.00829259 \\ 
2.925	 & 0.025 & 	0.671875	 & 0.015625	 & 0.133967	 & 0.0106605	 & 0.010596 \\ 
2.925	 & 0.025 & 	0.703125	 & 0.015625	 & 0.15572	 & 0.0130309	 & 0.0123165 \\ 
2.925	 & 0.025 & 	0.734375	 & 0.015625	 & 0.127694	 & 0.0136251	 & 0.0100998 \\ 
2.925	 & 0.025 & 	0.765625	 & 0.015625	 & 0.166778	 & 0.0179005	 & 0.0131911 \\ 
2.925	 & 0.025 & 	0.796875	 & 0.015625	 & 0.280823	 & 0.03206	 & 0.0222114 \\ 
2.925	 & 0.025 & 	0.828125	 & 0.015625	 & 0.255257	 & 0.0414845	 & 0.0201893 \\ 
2.975	 & 0.025 & 	0.171875	 & 0.015625	 & 0.0189268	 & 0.00349364	 & 0.00150651 \\ 
2.975	 & 0.025 & 	0.203125	 & 0.015625	 & 0.0283842	 & 0.00360451	 & 0.00225929 \\ 
2.975	 & 0.025 & 	0.234375	 & 0.015625	 & 0.0400204	 & 0.0038631	 & 0.0031855 \\ 
2.975	 & 0.025 & 	0.265625	 & 0.015625	 & 0.0529957	 & 0.00436179	 & 0.00421828 \\ 
2.975	 & 0.025 & 	0.296875	 & 0.015625	 & 0.0720537	 & 0.0050548	 & 0.00573524 \\ 
2.975	 & 0.025 & 	0.328125	 & 0.015625	 & 0.093257	 & 0.00561923	 & 0.00742295 \\ 
2.975	 & 0.025 & 	0.359375	 & 0.015625	 & 0.116622	 & 0.00637985	 & 0.00928271 \\ 
2.975	 & 0.025 & 	0.390625	 & 0.015625	 & 0.122609	 & 0.00684314	 & 0.00975924 \\ 
2.975	 & 0.025 & 	0.421875	 & 0.015625	 & 0.140516	 & 0.00746333	 & 0.0111846 \\ 
2.975	 & 0.025 & 	0.453125	 & 0.015625	 & 0.172985	 & 0.00852735	 & 0.0137691 \\ 
2.975	 & 0.025 & 	0.484375	 & 0.015625	 & 0.200898	 & 0.00945155	 & 0.0159909 \\ 
2.975	 & 0.025 & 	0.515625	 & 0.015625	 & 0.202276	 & 0.00973613	 & 0.0161005 \\ 
2.975	 & 0.025 & 	0.546875	 & 0.015625	 & 0.201909	 & 0.0105505	 & 0.0160713 \\ 
2.975	 & 0.025 & 	0.578125	 & 0.015625	 & 0.177111	 & 0.0105163	 & 0.0140974 \\ 
2.975	 & 0.025 & 	0.609375	 & 0.015625	 & 0.133646	 & 0.00961893	 & 0.0106378 \\ 
2.975	 & 0.025 & 	0.640625	 & 0.015625	 & 0.130675	 & 0.00992733	 & 0.0104013 \\ 
2.975	 & 0.025 & 	0.671875	 & 0.015625	 & 0.15671	 & 0.0124007	 & 0.0124736 \\ 
2.975	 & 0.025 & 	0.703125	 & 0.015625	 & 0.160643	 & 0.0138249	 & 0.0127866 \\ 
2.975	 & 0.025 & 	0.734375	 & 0.015625	 & 0.144467	 & 0.0154874	 & 0.0114991 \\ 
2.975	 & 0.025 & 	0.765625	 & 0.015625	 & 0.163466	 & 0.0184487	 & 0.0130114 \\ 
2.975	 & 0.025 & 	0.796875	 & 0.015625	 & 0.207857	 & 0.0266539	 & 0.0165448 \\ 
2.975	 & 0.025 & 	0.828125	 & 0.015625	 & 0.171892	 & 0.0359349	 & 0.013682 \\ 
3.025	 & 0.025 & 	0.203125	 & 0.015625	 & 0.00719393	 & 0.0019346	 & 0.000576248 \\ 
3.025	 & 0.025 & 	0.234375	 & 0.015625	 & 0.0121497	 & 0.0023294	 & 0.000973217 \\ 
3.025	 & 0.025 & 	0.265625	 & 0.015625	 & 0.0159141	 & 0.00257653	 & 0.00127475 \\ 
3.025	 & 0.025 & 	0.296875	 & 0.015625	 & 0.0220235	 & 0.00304488	 & 0.00176413 \\ 
3.025	 & 0.025 & 	0.328125	 & 0.015625	 & 0.0235948	 & 0.0030831	 & 0.00188999 \\ 
3.025	 & 0.025 & 	0.359375	 & 0.015625	 & 0.0363542	 & 0.00399123	 & 0.00291204 \\ 
3.025	 & 0.025 & 	0.390625	 & 0.015625	 & 0.0356715	 & 0.00406177	 & 0.00285736 \\ 
3.025	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0411343	 & 0.0044286	 & 0.00329494 \\ 
3.025	 & 0.025 & 	0.453125	 & 0.015625	 & 0.059152	 & 0.00554299	 & 0.00473819 \\ 
3.025	 & 0.025 & 	0.484375	 & 0.015625	 & 0.0631717	 & 0.00578002	 & 0.00506018 \\ 
3.025	 & 0.025 & 	0.515625	 & 0.015625	 & 0.069057	 & 0.00622718	 & 0.0055316 \\ 
3.025	 & 0.025 & 	0.546875	 & 0.015625	 & 0.0607169	 & 0.00640194	 & 0.00486355 \\ 
3.025	 & 0.025 & 	0.578125	 & 0.015625	 & 0.056811	 & 0.00653071	 & 0.00455067 \\ 
3.025	 & 0.025 & 	0.609375	 & 0.015625	 & 0.0484764	 & 0.00622901	 & 0.00388305 \\ 
3.025	 & 0.025 & 	0.640625	 & 0.015625	 & 0.0522816	 & 0.00695969	 & 0.00418786 \\ 
3.025	 & 0.025 & 	0.671875	 & 0.015625	 & 0.0355681	 & 0.00626517	 & 0.00284907 \\ 
3.025	 & 0.025 & 	0.703125	 & 0.015625	 & 0.0452572	 & 0.00808363	 & 0.00362519 \\ 
3.025	 & 0.025 & 	0.734375	 & 0.015625	 & 0.0743178	 & 0.0120868	 & 0.005953 \\ 
3.025	 & 0.025 & 	0.765625	 & 0.015625	 & 0.0689032	 & 0.013451	 & 0.00551928 \\ 
3.025	 & 0.025 & 	0.796875	 & 0.015625	 & 0.0791104	 & 0.0187213	 & 0.0063369 \\ 
3.025	 & 0.025 & 	0.828125	 & 0.015625	 & 0.0820493	 & 0.0267903	 & 0.00657231 \\ 
3.075	 & 0.025 & 	0.296875	 & 0.015625	 & 0.0101569	 & 0.00248988	 & 0.000818745 \\ 
3.075	 & 0.025 & 	0.328125	 & 0.015625	 & 0.0081243	 & 0.00227301	 & 0.000654898 \\ 
3.075	 & 0.025 & 	0.359375	 & 0.015625	 & 0.0087959	 & 0.00238061	 & 0.000709036 \\ 
3.075	 & 0.025 & 	0.390625	 & 0.015625	 & 0.0124015	 & 0.00287756	 & 0.000999679 \\ 
3.075	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0149904	 & 0.00330522	 & 0.00120837 \\ 
3.075	 & 0.025 & 	0.453125	 & 0.015625	 & 0.00996469	 & 0.00295109	 & 0.000803252 \\ 
3.075	 & 0.025 & 	0.484375	 & 0.015625	 & 0.0207958	 & 0.00431463	 & 0.00167635 \\ 
3.075	 & 0.025 & 	0.515625	 & 0.015625	 & 0.0194198	 & 0.0041784	 & 0.00156542 \\ 
3.075	 & 0.025 & 	0.546875	 & 0.015625	 & 0.0265754	 & 0.00530737	 & 0.00214224 \\ 
3.075	 & 0.025 & 	0.578125	 & 0.015625	 & 0.0164874	 & 0.00448186	 & 0.00132904 \\ 
3.075	 & 0.025 & 	0.609375	 & 0.015625	 & 0.0137675	 & 0.00421094	 & 0.0011098 \\ 
3.075	 & 0.025 & 	0.640625	 & 0.015625	 & 0.0116321	 & 0.00415658	 & 0.000937661 \\ 
3.075	 & 0.025 & 	0.671875	 & 0.015625	 & 0.00591773	 & 0.00344144	 & 0.000477027 \\ 
3.075	 & 0.025 & 	0.703125	 & 0.015625	 & 0.014607	 & 0.00558123	 & 0.00117747 \\ 
3.075	 & 0.025 & 	0.734375	 & 0.015625	 & 0.0081697	 & 0.00475867	 & 0.000658558 \\ 
3.075	 & 0.025 & 	0.765625	 & 0.015625	 & 0.0262008	 & 0.00994124	 & 0.00211204 \\ 
3.075	 & 0.025 & 	0.796875	 & 0.015625	 & 0.0194074	 & 0.00916459	 & 0.00156442 \\ 
3.125	 & 0.025 & 	0.234375	 & 0.015625	 & 0.0176735	 & 0.00293199	 & 0.00143368 \\ 
3.125	 & 0.025 & 	0.265625	 & 0.015625	 & 0.0216134	 & 0.0031129	 & 0.00175328 \\ 
3.125	 & 0.025 & 	0.296875	 & 0.015625	 & 0.0246157	 & 0.00334681	 & 0.00199683 \\ 
3.125	 & 0.025 & 	0.328125	 & 0.015625	 & 0.0366977	 & 0.00409763	 & 0.00297692 \\ 
3.125	 & 0.025 & 	0.359375	 & 0.015625	 & 0.0468784	 & 0.0047802	 & 0.00380278 \\ 
3.125	 & 0.025 & 	0.390625	 & 0.015625	 & 0.0504859	 & 0.00519349	 & 0.00409542 \\ 
3.125	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0649328	 & 0.0058032	 & 0.00526735 \\ 
3.125	 & 0.025 & 	0.453125	 & 0.015625	 & 0.0786349	 & 0.00684511	 & 0.00637887 \\ 
3.125	 & 0.025 & 	0.484375	 & 0.015625	 & 0.0790729	 & 0.00694616	 & 0.0064144 \\ 
3.125	 & 0.025 & 	0.515625	 & 0.015625	 & 0.0860397	 & 0.00759302	 & 0.00697955 \\ 
3.125	 & 0.025 & 	0.546875	 & 0.015625	 & 0.0800394	 & 0.00766827	 & 0.00649281 \\ 
3.125	 & 0.025 & 	0.578125	 & 0.015625	 & 0.0802244	 & 0.00822616	 & 0.00650781 \\ 
3.125	 & 0.025 & 	0.609375	 & 0.015625	 & 0.0992397	 & 0.0097093	 & 0.00805033 \\ 
3.125	 & 0.025 & 	0.640625	 & 0.015625	 & 0.0583672	 & 0.00771055	 & 0.00473476 \\ 
3.125	 & 0.025 & 	0.671875	 & 0.015625	 & 0.0637918	 & 0.00868952	 & 0.0051748 \\ 
3.125	 & 0.025 & 	0.703125	 & 0.015625	 & 0.0733379	 & 0.0105967	 & 0.00594918 \\ 
3.125	 & 0.025 & 	0.734375	 & 0.015625	 & 0.0892071	 & 0.0135904	 & 0.00723649 \\ 
3.125	 & 0.025 & 	0.765625	 & 0.015625	 & 0.0682798	 & 0.0142139	 & 0.00553886 \\ 
3.125	 & 0.025 & 	0.796875	 & 0.015625	 & 0.102319	 & 0.0191186	 & 0.00830016 \\ 
3.125	 & 0.025 & 	0.828125	 & 0.015625	 & 0.122482	 & 0.0375351	 & 0.00993575 \\ 
3.175	 & 0.025 & 	0.203125	 & 0.015625	 & 0.017512	 & 0.00321971	 & 0.00142955 \\ 
3.175	 & 0.025 & 	0.234375	 & 0.015625	 & 0.0219232	 & 0.0033649	 & 0.00178966 \\ 
3.175	 & 0.025 & 	0.265625	 & 0.015625	 & 0.0331059	 & 0.00405002	 & 0.00270253 \\ 
3.175	 & 0.025 & 	0.296875	 & 0.015625	 & 0.050073	 & 0.00509667	 & 0.0040876 \\ 
3.175	 & 0.025 & 	0.328125	 & 0.015625	 & 0.0660213	 & 0.00586821	 & 0.0053895 \\ 
3.175	 & 0.025 & 	0.359375	 & 0.015625	 & 0.0824337	 & 0.00674036	 & 0.0067293 \\ 
3.175	 & 0.025 & 	0.390625	 & 0.015625	 & 0.0996174	 & 0.00763063	 & 0.00813205 \\ 
3.175	 & 0.025 & 	0.421875	 & 0.015625	 & 0.100098	 & 0.00783108	 & 0.00817125 \\ 
3.175	 & 0.025 & 	0.453125	 & 0.015625	 & 0.120428	 & 0.00888019	 & 0.00983091 \\ 
3.175	 & 0.025 & 	0.484375	 & 0.015625	 & 0.134277	 & 0.00963788	 & 0.0109614 \\ 
3.175	 & 0.025 & 	0.515625	 & 0.015625	 & 0.176792	 & 0.0118159	 & 0.014432 \\ 
3.175	 & 0.025 & 	0.546875	 & 0.015625	 & 0.164776	 & 0.0117832	 & 0.0134512 \\ 
3.175	 & 0.025 & 	0.578125	 & 0.015625	 & 0.162193	 & 0.0128304	 & 0.0132402 \\ 
3.175	 & 0.025 & 	0.609375	 & 0.015625	 & 0.149091	 & 0.0128332	 & 0.0121707 \\ 
3.175	 & 0.025 & 	0.640625	 & 0.015625	 & 0.110238	 & 0.0113617	 & 0.00899902 \\ 
3.175	 & 0.025 & 	0.671875	 & 0.015625	 & 0.0966011	 & 0.0109112	 & 0.00788582 \\ 
3.175	 & 0.025 & 	0.703125	 & 0.015625	 & 0.154036	 & 0.0168577	 & 0.0125744 \\ 
3.175	 & 0.025 & 	0.734375	 & 0.015625	 & 0.135699	 & 0.0185317	 & 0.0110775 \\ 
3.175	 & 0.025 & 	0.765625	 & 0.015625	 & 0.168246	 & 0.0241903	 & 0.0137344 \\ 
3.175	 & 0.025 & 	0.796875	 & 0.015625	 & 0.137139	 & 0.0257647	 & 0.011195 \\ 
3.175	 & 0.025 & 	0.828125	 & 0.015625	 & 0.082391	 & 0.0295023	 & 0.00672581 \\ 
3.225	 & 0.025 & 	0.171875	 & 0.015625	 & 0.011982	 & 0.00257213	 & 0.000984297 \\ 
3.225	 & 0.025 & 	0.203125	 & 0.015625	 & 0.00929341	 & 0.00204135	 & 0.000763434 \\ 
3.225	 & 0.025 & 	0.234375	 & 0.015625	 & 0.0160467	 & 0.00249754	 & 0.0013182 \\ 
3.225	 & 0.025 & 	0.265625	 & 0.015625	 & 0.0237919	 & 0.0031223	 & 0.00195446 \\ 
3.225	 & 0.025 & 	0.296875	 & 0.015625	 & 0.0325353	 & 0.00364657	 & 0.00267271 \\ 
3.225	 & 0.025 & 	0.328125	 & 0.015625	 & 0.0382239	 & 0.00394956	 & 0.00314002 \\ 
3.225	 & 0.025 & 	0.359375	 & 0.015625	 & 0.0645843	 & 0.00528356	 & 0.00530546 \\ 
3.225	 & 0.025 & 	0.390625	 & 0.015625	 & 0.0777153	 & 0.00600165	 & 0.00638415 \\ 
3.225	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0703712	 & 0.00576226	 & 0.00578085 \\ 
3.225	 & 0.025 & 	0.453125	 & 0.015625	 & 0.103754	 & 0.00739352	 & 0.00852318 \\ 
3.225	 & 0.025 & 	0.484375	 & 0.015625	 & 0.11406	 & 0.00799618	 & 0.00936977 \\ 
3.225	 & 0.025 & 	0.515625	 & 0.015625	 & 0.139847	 & 0.00926494	 & 0.0114881 \\ 
3.225	 & 0.025 & 	0.546875	 & 0.015625	 & 0.148938	 & 0.0100883	 & 0.012235 \\ 
3.225	 & 0.025 & 	0.578125	 & 0.015625	 & 0.144428	 & 0.0106877	 & 0.0118644 \\ 
3.225	 & 0.025 & 	0.609375	 & 0.015625	 & 0.105793	 & 0.0094946	 & 0.00869065 \\ 
3.225	 & 0.025 & 	0.640625	 & 0.015625	 & 0.100061	 & 0.00942799	 & 0.00821977 \\ 
3.225	 & 0.025 & 	0.671875	 & 0.015625	 & 0.108968	 & 0.0107846	 & 0.00895151 \\ 
3.225	 & 0.025 & 	0.703125	 & 0.015625	 & 0.14756	 & 0.0145413	 & 0.0121218 \\ 
3.225	 & 0.025 & 	0.734375	 & 0.015625	 & 0.156714	 & 0.0174306	 & 0.0128737 \\ 
3.225	 & 0.025 & 	0.765625	 & 0.015625	 & 0.152511	 & 0.0197396	 & 0.0125285 \\ 
3.225	 & 0.025 & 	0.796875	 & 0.015625	 & 0.0984002	 & 0.0172884	 & 0.00808337 \\ 
3.225	 & 0.025 & 	0.828125	 & 0.015625	 & 0.125175	 & 0.0308747	 & 0.0102828 \\ 
3.275	 & 0.025 & 	0.203125	 & 0.015625	 & 0.0108809	 & 0.00218973	 & 0.000899472 \\ 
3.275	 & 0.025 & 	0.234375	 & 0.015625	 & 0.0118688	 & 0.00218334	 & 0.000981138 \\ 
3.275	 & 0.025 & 	0.265625	 & 0.015625	 & 0.0172121	 & 0.00258743	 & 0.00142285 \\ 
3.275	 & 0.025 & 	0.296875	 & 0.015625	 & 0.0238529	 & 0.00312172	 & 0.00197181 \\ 
3.275	 & 0.025 & 	0.328125	 & 0.015625	 & 0.0399795	 & 0.0041175	 & 0.00330492 \\ 
3.275	 & 0.025 & 	0.359375	 & 0.015625	 & 0.0542183	 & 0.00483454	 & 0.00448198 \\ 
3.275	 & 0.025 & 	0.390625	 & 0.015625	 & 0.0659264	 & 0.00550902	 & 0.00544983 \\ 
3.275	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0794478	 & 0.00621211	 & 0.00656758 \\ 
3.275	 & 0.025 & 	0.453125	 & 0.015625	 & 0.0891047	 & 0.00688944	 & 0.00736588 \\ 
3.275	 & 0.025 & 	0.484375	 & 0.015625	 & 0.106366	 & 0.00765076	 & 0.00879278 \\ 
3.275	 & 0.025 & 	0.515625	 & 0.015625	 & 0.115801	 & 0.00821845	 & 0.00957272 \\ 
3.275	 & 0.025 & 	0.546875	 & 0.015625	 & 0.128363	 & 0.0093296	 & 0.0106112 \\ 
3.275	 & 0.025 & 	0.578125	 & 0.015625	 & 0.156079	 & 0.0111662	 & 0.0129023 \\ 
3.275	 & 0.025 & 	0.609375	 & 0.015625	 & 0.11654	 & 0.0100598	 & 0.0096338 \\ 
3.275	 & 0.025 & 	0.640625	 & 0.015625	 & 0.0907428	 & 0.00920738	 & 0.00750129 \\ 
3.275	 & 0.025 & 	0.671875	 & 0.015625	 & 0.110652	 & 0.0107134	 & 0.00914707 \\ 
3.275	 & 0.025 & 	0.703125	 & 0.015625	 & 0.1211	 & 0.0124401	 & 0.0100108 \\ 
3.275	 & 0.025 & 	0.734375	 & 0.015625	 & 0.111433	 & 0.0144826	 & 0.00921162 \\ 
3.275	 & 0.025 & 	0.765625	 & 0.015625	 & 0.140538	 & 0.0203745	 & 0.0116176 \\ 
3.275	 & 0.025 & 	0.796875	 & 0.015625	 & 0.10387	 & 0.0180742	 & 0.00858643 \\ 
3.275	 & 0.025 & 	0.828125	 & 0.015625	 & 0.081536	 & 0.0250622	 & 0.0067402 \\ 
3.325	 & 0.025 & 	0.203125	 & 0.015625	 & 0.00955785	 & 0.00221439	 & 0.000795071 \\ 
3.325	 & 0.025 & 	0.234375	 & 0.015625	 & 0.0126625	 & 0.0024637	 & 0.00105333 \\ 
3.325	 & 0.025 & 	0.265625	 & 0.015625	 & 0.0216524	 & 0.00322853	 & 0.00180116 \\ 
3.325	 & 0.025 & 	0.296875	 & 0.015625	 & 0.030327	 & 0.00376569	 & 0.00252275 \\ 
3.325	 & 0.025 & 	0.328125	 & 0.015625	 & 0.0427136	 & 0.00456082	 & 0.00355314 \\ 
3.325	 & 0.025 & 	0.359375	 & 0.015625	 & 0.0493178	 & 0.00508878	 & 0.00410251 \\ 
3.325	 & 0.025 & 	0.390625	 & 0.015625	 & 0.0616267	 & 0.0058842	 & 0.00512642 \\ 
3.325	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0748855	 & 0.00671873	 & 0.00622936 \\ 
3.325	 & 0.025 & 	0.453125	 & 0.015625	 & 0.090374	 & 0.00781899	 & 0.00751777 \\ 
3.325	 & 0.025 & 	0.484375	 & 0.015625	 & 0.117315	 & 0.00908571	 & 0.00975888 \\ 
3.325	 & 0.025 & 	0.515625	 & 0.015625	 & 0.139062	 & 0.0103929	 & 0.0115679 \\ 
3.325	 & 0.025 & 	0.546875	 & 0.015625	 & 0.146787	 & 0.010822	 & 0.0122105 \\ 
3.325	 & 0.025 & 	0.578125	 & 0.015625	 & 0.155104	 & 0.0118096	 & 0.0129024 \\ 
3.325	 & 0.025 & 	0.609375	 & 0.015625	 & 0.140527	 & 0.0119607	 & 0.0116897 \\ 
3.325	 & 0.025 & 	0.640625	 & 0.015625	 & 0.095104	 & 0.0102227	 & 0.00791124 \\ 
3.325	 & 0.025 & 	0.671875	 & 0.015625	 & 0.0977589	 & 0.0110793	 & 0.00813209 \\ 
3.325	 & 0.025 & 	0.703125	 & 0.015625	 & 0.155215	 & 0.0156545	 & 0.0129115 \\ 
3.325	 & 0.025 & 	0.734375	 & 0.015625	 & 0.147694	 & 0.0179627	 & 0.012286 \\ 
3.325	 & 0.025 & 	0.765625	 & 0.015625	 & 0.158142	 & 0.0229905	 & 0.0131551 \\ 
3.325	 & 0.025 & 	0.796875	 & 0.015625	 & 0.148778	 & 0.0260209	 & 0.0123761 \\ 
3.325	 & 0.025 & 	0.828125	 & 0.015625	 & 0.178819	 & 0.0450287	 & 0.014875 \\ 
3.375	 & 0.025 & 	0.171875	 & 0.015625	 & 0.00466759	 & 0.00141745	 & 0.00039071 \\ 
3.375	 & 0.025 & 	0.203125	 & 0.015625	 & 0.007092	 & 0.00163888	 & 0.000593651 \\ 
3.375	 & 0.025 & 	0.234375	 & 0.015625	 & 0.0092959	 & 0.00187203	 & 0.000778133 \\ 
3.375	 & 0.025 & 	0.265625	 & 0.015625	 & 0.0143482	 & 0.00232007	 & 0.00120105 \\ 
3.375	 & 0.025 & 	0.296875	 & 0.015625	 & 0.021852	 & 0.00295649	 & 0.00182917 \\ 
3.375	 & 0.025 & 	0.328125	 & 0.015625	 & 0.0255833	 & 0.00319418	 & 0.00214151 \\ 
3.375	 & 0.025 & 	0.359375	 & 0.015625	 & 0.0467286	 & 0.00446699	 & 0.00391152 \\ 
3.375	 & 0.025 & 	0.390625	 & 0.015625	 & 0.059033	 & 0.00518196	 & 0.00494148 \\ 
3.375	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0637528	 & 0.00542612	 & 0.00533656 \\ 
3.375	 & 0.025 & 	0.453125	 & 0.015625	 & 0.0743772	 & 0.00615648	 & 0.0062259 \\ 
3.375	 & 0.025 & 	0.484375	 & 0.015625	 & 0.104237	 & 0.00750919	 & 0.00872537 \\ 
3.375	 & 0.025 & 	0.515625	 & 0.015625	 & 0.106241	 & 0.007901	 & 0.00889315 \\ 
3.375	 & 0.025 & 	0.546875	 & 0.015625	 & 0.135743	 & 0.00941298	 & 0.0113626 \\ 
3.375	 & 0.025 & 	0.578125	 & 0.015625	 & 0.138214	 & 0.0106247	 & 0.0115695 \\ 
3.375	 & 0.025 & 	0.609375	 & 0.015625	 & 0.142806	 & 0.0113017	 & 0.0119539 \\ 
3.375	 & 0.025 & 	0.640625	 & 0.015625	 & 0.111979	 & 0.0100914	 & 0.00937341 \\ 
3.375	 & 0.025 & 	0.671875	 & 0.015625	 & 0.100282	 & 0.00995758	 & 0.00839432 \\ 
3.375	 & 0.025 & 	0.703125	 & 0.015625	 & 0.145245	 & 0.0132016	 & 0.012158 \\ 
3.375	 & 0.025 & 	0.734375	 & 0.015625	 & 0.157909	 & 0.017118	 & 0.0132181 \\ 
3.375	 & 0.025 & 	0.765625	 & 0.015625	 & 0.157131	 & 0.0197943	 & 0.013153 \\ 
3.375	 & 0.025 & 	0.796875	 & 0.015625	 & 0.129038	 & 0.0213676	 & 0.0108014 \\ 
3.375	 & 0.025 & 	0.828125	 & 0.015625	 & 0.089517	 & 0.0281836	 & 0.00749321 \\ 
3.425	 & 0.025 & 	0.171875	 & 0.015625	 & 0.00392897	 & 0.00125413	 & 0.000330943 \\ 
3.425	 & 0.025 & 	0.203125	 & 0.015625	 & 0.00288554	 & 0.00102441	 & 0.000243053 \\ 
3.425	 & 0.025 & 	0.234375	 & 0.015625	 & 0.00338924	 & 0.00107789	 & 0.00028548 \\ 
3.425	 & 0.025 & 	0.265625	 & 0.015625	 & 0.0131976	 & 0.00220018	 & 0.00111165 \\ 
3.425	 & 0.025 & 	0.296875	 & 0.015625	 & 0.0196787	 & 0.00272618	 & 0.00165756 \\ 
3.425	 & 0.025 & 	0.328125	 & 0.015625	 & 0.0199983	 & 0.00280097	 & 0.00168448 \\ 
3.425	 & 0.025 & 	0.359375	 & 0.015625	 & 0.0346988	 & 0.00376203	 & 0.00292272 \\ 
3.425	 & 0.025 & 	0.390625	 & 0.015625	 & 0.0358345	 & 0.00396247	 & 0.00301838 \\ 
3.425	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0446454	 & 0.00446516	 & 0.00376054 \\ 
3.425	 & 0.025 & 	0.453125	 & 0.015625	 & 0.0568105	 & 0.00529443	 & 0.00478522 \\ 
3.425	 & 0.025 & 	0.484375	 & 0.015625	 & 0.0811075	 & 0.00652225	 & 0.0068318 \\ 
3.425	 & 0.025 & 	0.515625	 & 0.015625	 & 0.105614	 & 0.00781728	 & 0.00889603 \\ 
3.425	 & 0.025 & 	0.546875	 & 0.015625	 & 0.114193	 & 0.00871543	 & 0.00961864 \\ 
